images,denomination,labels
../images/ric.2_3(2).hdn.541-547\ID1335vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170850rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170850vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170851rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170851vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170852rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170852vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170853rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170853vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170854rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170854vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170857rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170857vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170858rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID170858vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61193rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61193vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61194rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61194vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61195rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61195vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61196rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61196vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61197rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61197vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61198rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID61198vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID685rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\ID685vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\WAW7114D9.jpg,Denarius,2
../images/ric.2_3(2).hdn.541-547\WMID8EDD9C.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\1911.23.107.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\1911.23.107.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID117233rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID117233vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID1369rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID1369vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID1370rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID1370vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID1371rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID1371vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID170892rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID170892vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID60938rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID60938vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID60939rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID60939vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID60940rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID60940vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID696rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\ID696vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.549-554\PUBLIC2792E8.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\1956.127.144.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\1956.127.144.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\1956.127.145.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\1956.127.145.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\GLO3A4522.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID170916rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID170916vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID170917rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID170917vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID171346rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID171346vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID171759rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID171759vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID61220rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID61220vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID61221rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID61221vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID61222rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.556-561\ID61222vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.562-566\1948.19.1199.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.562-566\1948.19.1199.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.562-566\ID125882rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.562-566\ID125882vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\1956.127.127.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\1956.127.127.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\aSWY999.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID170882rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID170882vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID170883rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID170883vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID170884rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID170884vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID61159rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID61159vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID61160rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID61160vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID692rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\ID692vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.567-571\LANCUM6B9296.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\1911.23.80.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\1956.127.1719.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\1956.127.1719.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\1956.127.85.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID1312rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID1312vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID170809rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID170809vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID60791rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID60792vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID677rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.57-59\ID677vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.579-581\ID1328rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.579-581\ID1328vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.579-581\ID170842rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.579-581\ID170842vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.579-581\ID61174rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.579-581\ID61174vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.582-585\1954.256.32.obv.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.582-585\1954.256.32.rev.noscale.jpg,Aureus,1
../images/ric.2_3(2).hdn.586\18273072rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.586\18273072vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.586\ID61180rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.586\ID61180vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.586\Last0809coin1.jpg,Aureus,1
../images/ric.2_3(2).hdn.588-589\ID61179rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.588-589\ID61179vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.590\ID60891rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.590\ID60891vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.590\ID60892rs_opt.jpg,Aureus,1
../images/ric.2_3(2).hdn.590\ID60892vs_exp.jpg,Aureus,1
../images/ric.2_3(2).hdn.591-596\1944.100.44815.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\1944.100.44815.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\1948.19.1191.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\1948.19.1191.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\1956.127.120.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\1956.127.120.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID170872rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID170872vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID170873rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID170873vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID61184rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID61184vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID61185rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID61185vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID61186rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID61186vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID689rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.591-596\ID689vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\1956.127.108.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\1956.127.108.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID1329rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID1329vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID1330rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID1330vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID170848rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID170848vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID170849rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID170849vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID61199rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID61199vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID61200rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID61200vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID684rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\ID684vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\LEIC3FAEEB.jpg,Denarius,2
../images/ric.2_3(2).hdn.597-600\LEIC528332.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\1944.100.44791.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\1944.100.44791.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\1956.127.1720.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\1956.127.1720.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID116992rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID116992vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID170810rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID170810vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID171318rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID171318vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID60794rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID60794vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID60795rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID60795vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID60796rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.60-63\ID60796vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\1911.23.100.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\1911.23.100.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\1944.100.44818.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\1944.100.44818.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID1357rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID1357vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID170876rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID170876vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID171332rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID171332vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID61027rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID61027vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID61202rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\ID61202vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.601-604\LVMSFC5AB0A.jpg,Denarius,2
../images/ric.2_3(2).hdn.605-607\ID170879rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.605-607\ID170879vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.609-613\ID120647rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\ID120647vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\ID171392rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\ID171392vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\ID171393rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\ID171393vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\ID61698rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\ID61698vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.609-613\LANCUMB5FC43.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\1944.100.45636.obv.noscale.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\1944.100.45636.rev.noscale.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID124628rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID124628vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID171394rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID171394vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID61783rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID61783vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID61784rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID61784vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID61785rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.614-617\ID61785vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.622-624\1944.100.45648.obv.noscale.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\1944.100.45648.rev.noscale.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID127409rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID127409vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID184469rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID184469vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID62015rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID62015vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID62016rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID62016vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID62018rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.622-624\ID62018vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\1944.100.45647.obv.noscale.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\1944.100.45647.rev.noscale.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\BM576BB2.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\ID171244rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\ID171244vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\ID201207rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\ID201207vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\ID62005rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.627-628\ID62005vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.629\1944.100.45646.obv.noscale.jpg,Semis,8
../images/ric.2_3(2).hdn.629\1944.100.45646.rev.noscale.jpg,Semis,8
../images/ric.2_3(2).hdn.629\ID61875rs_opt.jpg,Semis,8
../images/ric.2_3(2).hdn.629\ID61875vs_exp.jpg,Semis,8
../images/ric.2_3(2).hdn.64-66\1944.100.44792.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\1944.100.44792.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\1956.127.86.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\1956.127.86.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\ID1313rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\ID1313vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\ID170812rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\ID170812vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\ID60800rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\ID60800vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.64-66\PUBLIC5DC55B.JPG,Denarius,2
../images/ric.2_3(2).hdn.640-642\1954.203.181.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\1954.203.181.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\1995.11.206.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\1995.11.206.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\ID171403rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\ID171403vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\ID61685rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\ID61685vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\ID61686rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.640-642\ID61686vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.646-650\237.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ASHM07B4D2.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\BM5004C4.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\HAMPCBA004.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID171406rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID171406vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID171408rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID171408vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID61772rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID61772vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID61773rs_opt.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\ID61773vs_exp.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\IOW2012-2-371.JPG,Dupondius,3
../images/ric.2_3(2).hdn.646-650\NMGW2D0F362009146.jpg,Dupondius,3
../images/ric.2_3(2).hdn.646-650\Y114.jpg,Dupondius,3
../images/ric.2_3(2).hdn.651-655\ID61972rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61972vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61973rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61973vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61974rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61974vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61975rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61975vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61977rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61977vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61979rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61979vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61984rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.651-655\ID61984vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\18200612rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\18200612vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\ID61871rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\ID61871vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\ID61872rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\ID61872vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\ID61874rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.658-663\ID61874vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\18200330rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\18200330vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID171402rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID171402vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID61888rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID61888vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID61889rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID61889vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID61890rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.664-671\ID61890vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.67-69\1944.100.44793.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\1944.100.44793.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\1956.127.1721.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\1956.127.1721.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\1956.127.1722.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\1956.127.1722.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\1956.127.87.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\1956.127.87.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\ID60802vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.67-69\ID60804rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.672-677\1998.110.1.obv.noscale.jpg,As,0
../images/ric.2_3(2).hdn.672-677\1998.110.1.rev.noscale.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID171404rs_opt.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID171404vs_exp.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID61891rs_opt.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID61891vs_exp.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID61893rs_opt.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID61893vs_exp.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID61894rs_opt.jpg,As,0
../images/ric.2_3(2).hdn.672-677\ID61894vs_exp.jpg,As,0
../images/ric.2_3(2).hdn.678-682\ID61899rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61899vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61900rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61900vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61902rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61902vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61903rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61903vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61904rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.678-682\ID61904vs_exp.jpg,Sestertius,9
